,address,postal_code,rest_name,average_cost,additional_info,rating,rating_category,review,review_date_time,user_name
1340,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Great sandwich place. The food is simply delicious. The meat is very tender and seasoned well. We got the pastrami sandwich and the Philly cheesesteak. The philly was cooked very well and looks taste great!! Definitely worth a try. I felt the sandwiches were priced a bit higher then they should but other then that definitely recommend this place!",1-Jun-16,Danny Le
1341,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  When we started telling people about our New York holiday, we were inundated with recommendations for places to eat. Everyone who?s been there has their favourites, and are very passionate about them. My list became so long and unmanageable that I scrapped it ? twice ? and in the end just decided to work it out it when we arrived, on the assumption that there would be probably be plenty of great places wherever we ended up. One of the reasons it?s taken me so long to start work documenting our trip is that there?s just so much to tell. ...
Read full post on morsels.com.au",29-May-16,Morsels
1342,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  My grandfather ate here back in the 20s and 30s. It's a landmark we visit when family comes in town. Still has very good pickles and pastrami, and you better make sure you don't leave without your ticket!",24-May-16,Moses Crites
1343,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  AMAZING! The best breakfast I have ever had! I had The Legend sausage dish - was very tasty, the sausage just had a nice hint of spice to it and the tomato based sauce was so fresh and tasty. The garlic bread was a nice touch on the side to wipe up the sauce. Definitely 10/10. Will be back again!",2-May-16,Carlos Keyes
1344,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Extremely over rated tourist attraction. I'm glad I have visited but would never come back. I had a Reuben which wasn't even good and cost $21.95. The rye bread is dry and not rye, the pastrami is fresh but very greasy and the cheese and sauerkraut low quality. Fun for a little while but that's it.",14-Apr-16,Pasta Bites
1345,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  After watching so many TV shows that featured this deli I decided to venture downtown to give it a go. It was quite busy which is the norm as I am told. Three of us sat in the ""table service"" side of the restaurant and I had the matzo ball soup with a half brisket sandwich. The matzo ball soup was good but I felt a little let down by brisket sandwich - meat was well cooked but I expected slightly juicier/fattier brisket than what I received - would have been better off ordering the pastrami which looked phenomenal",9-Apr-16,Kerryn Rehse
1346,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Overpriced tourist trap.

I went there on a reco from friends and paid about $15 USD for a simple pastrami on rye - no fries, no drink, nothing else.

I've had better here in Toronto (Centre St. Deli) and in Montreal (Schwartz) so it's hard for me to give this more than a 3.5 in terms of value for money.

The sandwich was good but this is a tourist trap through and through. I'm not entirely familiar with the NYC area but I'd look around.

instagram.com",27-Mar-16,Jamaal
1347,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  fell in love with this place. friendly staff and really nice place to hang out with friends and colleagues. serves best dishes in town. highly recommended..",16-Mar-16,Damindu R Weerasooriya
1348,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Next to Langers in LA my favorite pastrami is at Katz's can't go wrong with the matzoh ball soup the broth is delicious the half sour pickles are the best",14-Mar-16,Stephen Levine
1349,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Feel Refresh Once Again after visit.  Absolutely  Georges place as well. We had a dinner here and what a taste was that. We can not forget That evening. i visit three time here. Be sure you get a can of root beer.",9-Mar-16,Jared Steffy
1350,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Once we finally got to the door, we received a ticket. This, they said, is very important and to hold onto it for dear life. Got it.Then, we were sort of funneled into makeshift lines at the counter. There weren't single-file lines because it was just an ocean of people struggling to make their way to the front. We sort of aligned ourself to one line and waited our turn.I put in my order for half a pastrami sandwich and a bowl of matzoh ball soup.",2-Mar-16,Ruslan Namazov
1352,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Absolutely georgeus place with huge history.
It is a temple of kosher hand made , slow-cook meats between few types of
home made bread slices.
Sandwitches are fulfiled with a half pound of wonderful beef slices (roastbeef)
Served with additional pickles (kosher)
Furthermore , you find many diferent dishes , but the best are sandwiches.
Very busy place , but it's understanding (see photos as below)
We been there saturday 1 pm and queue was for 30 minutes waiting , but just do it.
500% recomended!",10-Feb-16,Wyjadaczka
1353,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Not bad but not as good as I tought... The pastrami sandwich is extremely greasy and expensive for what it is, don't take me wrong... it is full of pastrami but maybe it shouldn't... and for 20$ a sandwich I expected a bit better... my wife ordered a soup that wasn't bad but was very small... the chips were very big and very good... nice environment and not as noisy as you could imagine...",10-Feb-16,Nuno Martins
1354,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Great hand carved deli meats with an old school cool vibe. Gets crazy crowded but the line moves decently well and the sandwiches are worth the price. Be sure you get a can of root beer.",6-Feb-16,Jon Absher
1355,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  We visited this place because we saw the recommendation to go there in every single guide of the city... The restaurant is nice but extremely crowded! We ordered the pastrami sandwich (just like everyone else I suppose!) and personally, I didn't really enjoy it, it was too heavy and too greasy... My boyfriend loved it and pretty much everyone in the room seemed to be having a great time with their meal. The portions are really big but you pay for it, a sandwich costs around 20$, so not exactly cheap. I would rate it higher for the experience but the food really was not my kind of thing!",1-Feb-16,Catarina Félix
1356,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Absolutely the best sandwich. Not just pastrami, the best sandwich period.
I've been here lots of time at different times of the year and different hours. The quality of the pastrami has always been the same. That is the primarily characteristic of a good restaurant. The fact that you can rely on the fact that what you once had, you will have the same thing every time.
I hear great thing about most the food, but I've only has the corned beef and the pastrami. Not a great fan of the corned beef in general, but the pastrami is off the hook. You can have it mixed with the beef, add swiss cheese, chop liver or whatever.
The place is big and, as much as it is always full of people, I've never had any problem seating almost immediately.
Definitely a MUST.",29-Jan-16,José Ignacio Otero
1358,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Although when I arrived the line was out the door and around the corner, it moved so quickly I was only standing there for 15 minutes. You can tell they have not changed the way in which the manage cues or the menu since opening which I think adds to the charm. Food servings were big as they are known for, I opted for the pastrami on rye with spicy mustard, this comes with a serve of half sour and spit pickles, I also ordered an egg cream. Everything was amazing, for such a simple sandwich to have such amazing flavour is phenomenal. Love the casual style, I struggled to find a seat in the jam packed cafeteria style layout but once I did observing the way the workers managed the crowds with clearing and cleaning was great. Could eat there everyday if I lived there.",10-Jan-16,Tess LaVey Lugg
1359,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  This place was buzzing in the afternoon too!

The pastrami here is absolutely delicious and the everyone who loves food must make a visit to Katz.

The sandwiches are loaded with cheese and meat and the ordering system is pretty organised.

Add it to your must-do list in NYC.",22-Dec-15,Vidisha Kanchan
1360,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  I feel like the food here is the kind that I'll never be able to get now that I'm back in Australia. And I miss it so!!! Katz served up some great food, the kind that you can dig into, real comfort food. The whole place is chaotic - from the line at the door to the tickets they give you to the shouting of orders across the counter...but it all adds to the fun.",14-Dec-15,Joy
1361,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  This is quite a legendary dinner in the heart of New York. All of it, the ambience is pretty unique as well. As you get in, they give you some ""tickets"" so you go to the counter you want and select the food which they will flag in the ticket. We went for the famous pastrami sandwich, which was huge!!! I've only managed to eat half of it, and it felt too much, so would recommend 1 of this for 2 people. Really tasty pastrami!

misslillysjourneys.wordpress.com",17-Nov-15,Miss Lilly
1362,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  It's legendary for a reason and it lives up to its name.From the ambience to the food to the service to the crowd is just mesmerising.Pastrami on Rye is as good as it gets ,it's a must try for all meat lovers.The place has always been a personal favourite.",15-Nov-15,Sudeep Chinnam
1365,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Good sandwich but over rated. The price was downright silly. $18 for a sandwich with no side and a pickle. The atmosphere was pretty neat with the famous photos all over the place and the butcher house counters, but it honestly is not worth it. Service was slow so just order yourself and take a seat. Skip the ""service""",8-Nov-15,DeFranco
1366,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  If you've been to New York but never been to Katz, you've never been to New York. Serving the meanest, baddest pastrami sandwiches and more, this joint has a rich history and some awesome grub.

Warning: servings are huge for non-locals. I did eventually finish off mine, but not without effort. Make sure you order a side of baked beans and pickles, too.

If meat is not your thing (what!!!), opt for the cheese sandwich which is generous as well.

A no-frills dining experience and one you'd definitely savour.

Let's meat at Katz! Pang Tun Yau",30-Oct-15,Vernon Chan
1367,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Send your boy in the army a salami! Or something to that effect is the sign on the wall. This is an old fashioned spot with large pastrami sandwiches. Cool experience. Make sure you save your ticket or your not getting out!",29-Oct-15,Steph P
1368,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  One of the best pastrami sandwiches i had. I just wish it was served in a cleaner environment.
The fires and coleslaw were good too, however the fries were not served at the right temperature.they were somehow cold",23-Oct-15,Walid A.S
1369,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  this is definitely a NY landmark! i just love the experience of going there. It's not just about the food, but the way you order it.
The roast beef is delicious, and as i am typing this my mouth is watering.
I am only giving 4 stars, because the service kind of sucks. Sorry, but it's true. It is worth trying though",11-Oct-15,Shannon Schneider
1370,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Ever and ever again delicious.
I love this place for its humbleness and honest food. The Reuben sandwich was again superb.
If you are in the big apple this is a must go place",3-Oct-15,Tobias Pross
1371,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  A trip to New York isn?t complete without having pastrami in this iconic institution. A relic of a bygone era, they just don?t make sandwich shops like this anymore. I first heard of this shop while watching an episode of Anthony Bourdain?s No Reservations. Watching that segment in front of a HD screen just made me wanted to have some Montreal smoked meat the next day. Of course that wasn?t the same thing, because that was incomparable to what I was about to have. ...
Read full post on finestdish.com",28-Sep-15,FinestDish.com
1372,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Katz Delicatessen is one of the foremost staples of all things New York. It's quick, if you're not quick and orderly you will get hammered by a 50 dollar lost ticket fee, and it's simply amazing.
I ordered the Reuben sandwich and was surprised to see how high the cost for a sandwich was ($20 on average). Then I saw the size of the meaty behemoth and quickly changed my tune. Not only do they give you a decent sized plate of pickles and cucumber, but they give you a taste of the meat before you get your sandwich. It was an epiphany in the preparation of pastrami. Those are words I never thought to be written.
I came THIS close to reacting much like Sally did here in my favorite movie When Harry Met Sally.
I can't wait to go back.
Deducted half a number because the bread was very plain. But that's the only complaint I got besides long lines.. But it's New York. What do you really expect?",22-Sep-15,Ken Waks
1373,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Honestly, the best corn beef and pastrami sandwiches I've had in my life. Frequent each and every time in NYC. One of the few places my health diet is forgotten. Service is fantastic!",13-Sep-15,JR
1374,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Allllll the sandwiches. That's what I wanted when I arrived at Kat'z Delicatessen. As a Brit travelling I do like a sandwich from time to time and this place is epic!",5-Sep-15,Jess Kumari Gosling
1375,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Clásico lugar para comer el mejor pastrami que puedas imaginar
Exelente atención y lindo ambiente.
Aquí puedes rememorar (si te gusta el cine) la pelicula cuando harry conoció a sally.
Todo exelente",2-Sep-15,Alejandro Alfonso Cifuentes Morales
1376,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  This week?s ?Throwback Thursday? post is about Katz?s Deli in New York City?s Lower East Side, which I visited a year or so ago on a business trip. My old boss used to live in New York and raved about their pastrami sandwiches, so we just had to see what all the fuss was about. You may or may not know that this venue is where the infamous scene from ?When Harry Met Sally? was filmed. You know, this one? ...
Read full post on gottobegourmet.com",20-Aug-15,Got To Be Gourmet
1377,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  We enjoyed the corned beef sandwich but not the pastrami. They were huge and filled us up. I don't recommend going to the restroom....ughhhhhh",16-Aug-15,Joyzil
1378,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  It's a crazily busy place but it is much bigger than expected. I was tied between ordering the pastrami sandwich or the reuben which uses the corn beef. The corn beef was tasty and soft, but the pastrami sample I received was warm and almost melted in my mouth, it was a no brainer. I ordered the pastrimi on rye and the chicken soup. The pastrimi is a little salty but so delicious with mustard and pickles. The chicken soup is also flavoursome and comforting. Would recommend this place, if not for the delicious food, but the spectacle too",15-Aug-15,Brando The Pig
1379,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Honestly a classic New York standard. It doesn't get any better than a mountain of pastrami on two thin slices of rye bread. The ultimate spot for a late night meal and the pure necessity to having a successful night on the lower east side.",27-Jul-15,Roy Michael Allen
1380,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Tender pastrami and corn beef. It's that good!! Portion size is large and very tasty. Come early as the lines will form out the door. Will recommend.",11-Jul-15,Jimmy Tam
1381,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  These sandwiches speak for themselves. stuffed FULL of delicious pastrami / Bologna. This is really for the meat lovers out there!! The pastrami sandwich was really the most delicious sandwich I've had. The only downside is the horrible queues and confusing order system.",29-Jun-15,SJ
1382,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  We had the pastrami on rye sandwich. The sandwich itself was pricey (approx $20) however the pastrami was fresh, warm and excellent. There was also a large portion of pastrami (we shared the sandwich between two which was plenty; we also shared a serve of the matzo ball soup). Would recommend but would suggest sharing.",28-Jun-15,Jase Leo
1383,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  We stay near Central Park so in the past we have always gone to Carnegie deli for our fix. This past trip Carnegie's was closed for renovations. so we trekked off to Katz Deli where Harry met Sally.
Were we disappointed. This place gives the customer a piece of paper that you then take to multiple sections at a long counter to receive items wanted. Pop form one person, sandwich from another. They each add to your paper what you owe. You then take the items to a table ( but not the server tables - which we didn't know existed until we sat in the wrong place with our tray) You even have to get your own glass of water.
Both of us had corned beef on rye, and my fiend had a beer, I had pop.  The sandwich was no better than Carnegie Deli and next time I will sit in a nice table and be served in what is not a cafeteria. The prices definitely weren't any less at this place so I know I wont be back.",25-Jun-15,Theresa
1384,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Best rueben sandwich and is a must try when you are here. Choose the pastrami for the sandwich and you wont regret it. My one must stop when I am in NYC.",20-Jun-15,Benjamin Ng
1385,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  So happy I went here on my trip to NYC, you cannot get this level of sandwiches in Australia. Really enjoyed the atmosphere of this place and it was very kind of the chef's to let us try out the meat (mmmm...). I would visit NYC again just to eat here at Katz's Deli.

Reviewed by, fellow Aussie.",19-Jun-15,Themelbguy
1386,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  A classic and a must when you travel to NYC. The pastrami sandwich it to die for. When it arrived I thought I wouldn't be able to eat it all, but I did. And I would eat more! Place is full of tourists AND locals. It has the walls Co Reed with photos of famous persons who visited this NYC institution.",19-Jun-15,Pedro Ramos
1387,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  The pastrami is the best in the world. That's it. That should convince everyone to visit Katz and sample it. My only gripe is the size of the sandwich, about a pound's worth of pastrami goes into every sandwich. Best to share. Mustard is also good.",18-Jun-15,Triska
1388,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Why are people suprized?. When you walk through the door it hits you. You see what NY is all about. The history behind this place is why you come in the first place. Anyone that is anyone has stepped foot in this place at some point or another. Why? The sandwich lovers out there know why. You will be hard pressed to find a better one anywhere on this scale. How they manage to make a decision so hard is quite an accomplishment. Yes there will be one person that disagrees out of thousands... think about that for a second... It should be a anyone's bucket list when coming to one of, if not the best cities on earth. A half sandwich and salad for $15 is the least of your worries. This place is a classic that you want to experience. By the way, the food is amazing...",20-May-15,NYC KID
1389,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Long queues but worth the wait at Katz. Had to wait a long time for service, but everybody in the queue was waiting patiently and were friendly. I figured it must have been worth the wait, and it was. Had the Reuben - incredible. My GF had the pastrami sandwich, equally as good. Wish i could have gone back to try some others.",20-May-15,Jonnybgoodston
1390,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"POSITIVE
   Big sandwiches at big prices - I no longer want what she's having.. I've never been big on crowded places or standing in line for service. Katz is all that and a bit more. However, at the end you can have a pretty pricey classic hot pastrami on rye with about any combination of sauces and mustards,, and a pickle. A great place to 'people watch' and see how many repeat Megs famous words 'I want what she's having'.
I wonder - Can men and women ever just be friends ??? I guess you will never know until you visit Katz Deli.",14-May-15,Jimmy D (Top Rat At R.A.T.S.)
1391,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  This iconic New York landmark left two of our party in a food coma after the best Reubens they'd ever eaten. Famous people in photos adorn the walls and a sign points to ""Where Harry met Sally"". Worth a visit.",9-May-15,Dale Bedford
1392,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Established in 1888 and been in same location since 1917, the Ruben was on my to do list all week in NYC and it didn't disappoint.. Battles to finish it, great vibe and great piece of NY history",9-May-15,Collin Allin
1393,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"POSITIVE
   Although pricey it's a Must try!. We came here early to try their famous pastrami on rye. We got to sample their pastrami and it was warm, tender and delicious!

As it was for breakfast, my husband and I shared one and thought it was flavoursome but it is pricey for a sandwich. Still, when visiting NYC, it's a must on the eating list",28-Apr-15,Miffy7
1394,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"The Pastrami is made from beef brisket (navel end) that is cured, seasoned and smoked which gives it its incredible texture. At Katz?s, the pastrami is made in house and sliced right in front of you, served with a smear of mustard. Their perfected technique results in a flavoursome, tender and almost melt in your mouth... ...
Read full post on tabletopaper.com",4-Apr-15,Table To Paper
1395,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Traditional cuisine. Clean and elegant surroundings, delicious cuisine.??? subtitl.xyz",31-Mar-15,Vovogoing
1396,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"NEGATIVE
   Expensive and mediocre. My former NYer husband and I hit Katz's last night on the city. We were looking forward to the classic deli food. He ordered the corned beef sandwich ($19!) which came cold, sliced thick and fatty. I ordered the tuna ($13), soggy chunk light. I paid $5.50 for slaw, so runny, white goo slopped over the plate. Also a knish, that was frozen and then microwaved into basically a ball of mashed potatoes.

The best part of the meal was the pickles, mustard, and the Dr Brown's ($2.75 a can!), none of which is made at the deli.

We came in, dropped $50 for two sandwiches, and we can say we're over the Katz's experience.",19-Mar-15,Lisa Mann
1397,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"The last place we dined at during our short, but enjoyable trip to the Big Apple was at Katz's Deli. Of all of the food landmarks that New York City is home to, there's no doubt that the 125-year-old Katz's is quite possibly the most famous one around! People travel from abroad to experience what Katz's has to offer and both locals and tourists alike love this place enough to keep the lines going out the doors on a daily basis. Luckily on the day of our visit, we came in at just the right time and waited no more than ten minutes for our sandwich. I can't say the same for the customers behind us because within 20 minutes of our arrival, the line was out the door again. ...
Read full post on bellavivere.blogspot.com",12-Mar-15,Bella Vivere
1398,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"This blog post contains a video. ...
Read full post on marcs-culinary-compass.com",11-Mar-15,Marc.osten
1399,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"POSITIVE
   The Pickles ...Full Sour and Also the Green Tomatoes. Salt and makes your mouth pucker like no one elses.

-----11 Mar, 2015-----
Lets keep it simple - I love Katz's!. I adore Katz's. On my most recent visit I took some great video that will give you a real feel for the place. Yes the pastrami makes it special but it's the people who make it memorable. Enjoy http://www.marcs-culinary-compass.com/2015/03/episode-142.html",11-Mar-15,Marc.osten
1400,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"I?ve never had Pastrami served piping hot, but I don?t think I can have it served any other way ? it was absolutely amazing! I was also surprised at just how much meat they packed in.
The Brisket was great, but for me, the pastrami just had so much flavour that it wins hands down. ...
Read full post on eatshowandtell.com",28-Jan-15,Squishies Eats
1401,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"POSITIVE
   Go at least once - I promise you'll be back. Katz deli is popular for a reason, not just for the famous scene with Meg Ryan in 'When Harry met Sally'. Whenever a friend of family member from outside NY comes, I always take them to this iconic place. Despite the not-so-cheap prices and long line-ups, the sandwiches are worth it. Lots of other things to eat here, but I prefer going for some good old pastrami or reuben. Yes, these sandwiches are on the high-end, costing aprox. $20 a piece, but they are huge. No other place can match them.",21-Jan-15,Victorgoldber
1402,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,Lots of history. Get ready for a large pastrami! A definite historical part of NY that everyone should experience,16-Jan-15,Tkaull
1403,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  This place is an icon of the former Jewish neighbourhood and of New York. The delicious, massive, ridiculously, overfilled pastrami sandwich is excellent, so too, the matzo ball soup and knish. A must visit place. Yum ...
Read full post on perthfoodreviews.com",12-Jan-15,Shaun
