review,rest_name,review_date_time,user_name
"RATED
  Busy place and be ready to order when you get to the counter! The guys working at the counter are really nice, chat with you and let you sample. On the pricier side but you get a ton of meat. Couldn't finish a sandwich between 2 people. Their homemade pickles were a nice addition to the sandwiches.",Katz's Delicatessen,24-Oct-16,Vitaeats
"RATED
  Katz's Delicatessen provides good services .They are delicious and charming. The behavior for the customers  by them is also good . I went their many times and suggest everyone to go there.",Katz's Delicatessen,19-Oct-16,Keith Brannelly
"RATED
  Ok, so it's a tourist icon - but I'm giving it 5 stars because their Reuben Sandwich is about 10-12cm thick. No human mouth can fit around it. And it's good, really good. Reubens aren't that common in Sydney or Melbourne, and when you find one, it's a timid imitation of the behemoth we had at Katz's. The meat, the pickles, the sauerkraut. My Polish other half said this was true comfort food for her",Katz's Delicatessen,21-Sep-16,Onara
"RATED
  Pastrami sandvic galiba special i 10 kisiden 7 sinin tercihi. Az pismis sevenler roast beef i tercih edebilir. Kapidan girerken bilet alin sandvicinizi secmeden de icindeki malzemesini deneyebilirsiniz. Muazzam kalabalik olmasina ragmen renkli mekan. Duvardaki resimlerde mutlaka tanidik bir sima gorursunuz. 1 kisi ortalama 25-30 dolara kalkarsiniz.",Katz's Delicatessen,10-Sep-16,Emre Demet
"RATED
  The best Pastrami on Rye sandwich in this here Universe! ... It just melts in your mouth. The service is traditionally cranky and fast paced so be prepared when you go in there. The Pastrami classic or the corned beef sandwich is to die for!",Katz's Delicatessen,29-Aug-16,Naphish Paulraj
"RATED
  Have heard great things about Katz so we decided to check it out during our trip to NYC. When we got there a staff told us where to order. Their ordering system is a little confusing but we pretty much caught on. When we got to the counter we ordered a corned beef and a pastrami sandwich to go. During our wait we were served samples of the meat we chose. My goodness the sandwiches were ginormous! One sandwich is probably good for 2 people. Sandwiches are about $20 each but worth it. We ate them when we got back to our hotel and it was still warm and delish. I had to save one half for later and it was just as good. The pickles and cucumbers add an extra touch. Definitely will go back!",Katz's Delicatessen,28-Aug-16,604fOOdie
"RATED
  I and my friends visit Katz's Delicatessen for lunch.The services provided by them is good .The surrounding atmosphere was charming on that day .I want to visit there again.",Katz's Delicatessen,20-Aug-16,Glen Buzzetti
"RATED
  Famous Dave took us the Famous Katz - and as expected there were six queues for the pastrami sandwiches- which would've taken far too long to include in our food tour. But Dave suggested we try the garlic sausage hot dog on baked bread, and it was delicious- we especially loved the mustard. If you don't have a guide I can see how the lines and order process can drive you mad - so we were great fun for Dave. Worth the wait though, food rocks",Katz's Delicatessen,19-Aug-16,Simone
"RATED
  If it wasn't for the incredibly confusing and chaotic ordering process, I would have given this place a much higher rating. We tried the pastrami sandwich on rye. It was pretty steep at $20 but the portion was big enough to almost feed two. The meat was super tender and the mustard spread made a great pairing.
With that said, I honestly don't understand why they can't hire a better door person who can just quickly explain how the ordering works. 
Basically, once you walk in, you will get a blank ticket. Then you go up to the counters marked ""for ordering sandwiches"" and make your order. The sandwich maker will then bring out a plate with a couple slices of meat for you to taste while he assembles the sandwhich. Then he asks for your ticket to write the price of your order on it. You then go and eat at any of the ""non-waited"" tables and pay at the door when you leave by showing them your ticket.

thehappysloths.com",Katz's Delicatessen,11-Aug-16,TheHappySloths
"RATED
  Been coming here for over 50 years. Great everything if you like great Delhi especially the Pastrami. Lots of fun for the entire family. Come hungry ! Enjoy !",Katz's Delicatessen,1-Aug-16,Steven Krams
"RATED
  Located right next to the hotel I was staying in, location is friendly and convenient, right across from Central Park. Very upmarket establishment, if you go early you won't have to wait long for a table. Breakfast was great, didn't have to wait long to get food. Portions are huge and reasonable to share between two people. A bit pricey.",Katz's Delicatessen,30-Jul-16,Craig Treisch
"RATED
  Still the best place in NYC for an Amazing pastrami sandwich for lunch, and the pickled cucumbers are fantastic, nice and crispy. Ask for extra mustard on side @llyrob",Katz's Delicatessen,29-Jul-16,Lloyd Roberts
"RATED
  When I wandered in looking for a quick meal before a night out at Rockwood, I had no idea this was THE PLACE for pastrami. Fantastic. I will be back many times.",Katz's Delicatessen,11-Jul-16,Jeff Weber
"RATED
  Of course it's a little dirty and the door staff are gruff - that adds to the experience. Sometimes the counter guys are in a mood and will yell at you - others are exceptionally nice. The food is pricey but it's totally worth it. My tip would be to get yourself a  sandwich and try to eat that before ordering more food like a knish or fries. I have made the mistake of getting a sandwich and fries all at once and after my sandwich realizing I can't touch anything else. Getting just a sandwich will fill you up and keep your bill manageable.
Cash only in the front and shh you can pay with credit in the back ;)",Katz's Delicatessen,29-Jun-16,Paulkillingsworth71
"RATED
  One of the truly great deli's in the world, serving legendary pastrami sandwiches made by grumpy old men, this joint is as NYC as the Statue of Liberty, more so possibly. Let's hope their lease never runs out.",Katz's Delicatessen,18-Jun-16,Lakshman Joseph De Saram
"RATED
  A definite must when in NY for the first time. The hot pastrami on rye (with cheese) is the real deal especially when washed down with a Katz's Ale.
Very confusing place to order and eat for a first timer...recommend taking the time to wait for a table ( with table service ) and simply soaking the place in. The sandwich is worth the wait....",Katz's Delicatessen,17-Jun-16,Rob Maguire
"RATED
  I love this place. We were lucky enough to be staying on the bustling Ludlow street for our 9 day trip to NYC and we were surrounded by amazing places to eat. We were dying to try Katzs. It lives up to the hype. Make sure you go! Pastrami 4 life!",Katz's Delicatessen,12-Jun-16,Tash
"RATED
  What an experience!! Best atmosphere and the pastrami sandwich is to die for! It's huge so share with a partner! The highlight for me was the matzo ball soup! The chicken stock in the soup was so yummy and the matzo ball was the perfect texture and soaked up the soup PERFECTLY! It took around 15 -20 minutes to be served but you're watching everything around you the time goes so fast and they give you a slice of pastrami while you wait! I'll be back first thing when i'm in NYC!!! It's a must.

jasminestasteandtell.wordpress.com",Katz's Delicatessen,12-Jun-16,Jasmine
"RATED
  Conosco persone che volerebbero a NY solo per il pastrami di Katz. Non dico che lo farei anche io, ma ci siamo vicini. Il pastrami è semplicemente spettacolare: un panino che vale da solo tutto il bene che si può dire su questo locale rimasto intatto negli anni, dall'atmosfera friendly e dal servizio veloce. Ovviamente le porzioni sono giganti. Difficile trovare posto, mettete in conto l'attesa. Imperdibile per qualsivoglia viaggio nella grande mela",Katz's Delicatessen,7-Jun-16,Phil
"RATED
  Great sandwich place. The food is simply delicious. The meat is very tender and seasoned well. We got the pastrami sandwich and the Philly cheesesteak. The philly was cooked very well and looks taste great!! Definitely worth a try. I felt the sandwiches were priced a bit higher then they should but other then that definitely recommend this place!",Katz's Delicatessen,1-Jun-16,Danny Le
"RATED
  When we started telling people about our New York holiday, we were inundated with recommendations for places to eat. Everyone who’s been there has their favourites, and are very passionate about them. My list became so long and unmanageable that I scrapped it – twice – and in the end just decided to work it out it when we arrived, on the assumption that there would be probably be plenty of great places wherever we ended up. One of the reasons it’s taken me so long to start work documenting our trip is that there’s just so much to tell. ...
Read full post on morsels.com.au",Katz's Delicatessen,29-May-16,Morsels
"RATED
  My grandfather ate here back in the 20s and 30s. It's a landmark we visit when family comes in town. Still has very good pickles and pastrami, and you better make sure you don't leave without your ticket!",Katz's Delicatessen,24-May-16,Moses Crites
"RATED
  AMAZING! The best breakfast I have ever had! I had The Legend sausage dish - was very tasty, the sausage just had a nice hint of spice to it and the tomato based sauce was so fresh and tasty. The garlic bread was a nice touch on the side to wipe up the sauce. Definitely 10/10. Will be back again!",Katz's Delicatessen,2-May-16,Carlos Keyes
"RATED
  Extremely over rated tourist attraction. I'm glad I have visited but would never come back. I had a Reuben which wasn't even good and cost $21.95. The rye bread is dry and not rye, the pastrami is fresh but very greasy and the cheese and sauerkraut low quality. Fun for a little while but that's it.",Katz's Delicatessen,14-Apr-16,Pasta Bites
"RATED
  After watching so many TV shows that featured this deli I decided to venture downtown to give it a go. It was quite busy which is the norm as I am told. Three of us sat in the ""table service"" side of the restaurant and I had the matzo ball soup with a half brisket sandwich. The matzo ball soup was good but I felt a little let down by brisket sandwich - meat was well cooked but I expected slightly juicier/fattier brisket than what I received - would have been better off ordering the pastrami which looked phenomenal",Katz's Delicatessen,9-Apr-16,Kerryn Rehse
"RATED
  Overpriced tourist trap.

I went there on a reco from friends and paid about $15 USD for a simple pastrami on rye - no fries, no drink, nothing else.

I've had better here in Toronto (Centre St. Deli) and in Montreal (Schwartz) so it's hard for me to give this more than a 3.5 in terms of value for money.

The sandwich was good but this is a tourist trap through and through. I'm not entirely familiar with the NYC area but I'd look around.

instagram.com",Katz's Delicatessen,27-Mar-16,Jamaal
"RATED
  fell in love with this place. friendly staff and really nice place to hang out with friends and colleagues. serves best dishes in town. highly recommended..",Katz's Delicatessen,16-Mar-16,Damindu R Weerasooriya
"RATED
  Next to Langers in LA my favorite pastrami is at Katz's can't go wrong with the matzoh ball soup the broth is delicious the half sour pickles are the best",Katz's Delicatessen,14-Mar-16,Stephen Levine
"RATED
  Feel Refresh Once Again after visit.  Absolutely  Georges place as well. We had a dinner here and what a taste was that. We can not forget That evening. i visit three time here. Be sure you get a can of root beer.",Katz's Delicatessen,9-Mar-16,Jared Steffy
"RATED
  Once we finally got to the door, we received a ticket. This, they said, is very important and to hold onto it for dear life. Got it.Then, we were sort of funneled into makeshift lines at the counter. There weren't single-file lines because it was just an ocean of people struggling to make their way to the front. We sort of aligned ourself to one line and waited our turn.I put in my order for half a pastrami sandwich and a bowl of matzoh ball soup.",Katz's Delicatessen,2-Mar-16,Ruslan Namazov
,Katz's Delicatessen,19-Feb-16,Candace
"RATED
  Absolutely georgeus place with huge history.
It is a temple of kosher hand made , slow-cook meats between few types of
home made bread slices.
Sandwitches are fulfiled with a half pound of wonderful beef slices (roastbeef)
Served with additional pickles (kosher)
Furthermore , you find many diferent dishes , but the best are sandwiches.
Very busy place , but it's understanding (see photos as below)
We been there saturday 1 pm and queue was for 30 minutes waiting , but just do it.
500% recomended!",Katz's Delicatessen,10-Feb-16,Wyjadaczka
"RATED
  Not bad but not as good as I tought... The pastrami sandwich is extremely greasy and expensive for what it is, don't take me wrong... it is full of pastrami but maybe it shouldn't... and for 20$ a sandwich I expected a bit better... my wife ordered a soup that wasn't bad but was very small... the chips were very big and very good... nice environment and not as noisy as you could imagine...",Katz's Delicatessen,10-Feb-16,Nuno Martins
"RATED
  Great hand carved deli meats with an old school cool vibe. Gets crazy crowded but the line moves decently well and the sandwiches are worth the price. Be sure you get a can of root beer.",Katz's Delicatessen,6-Feb-16,Jon Absher
"RATED
  We visited this place because we saw the recommendation to go there in every single guide of the city... The restaurant is nice but extremely crowded! We ordered the pastrami sandwich (just like everyone else I suppose!) and personally, I didn't really enjoy it, it was too heavy and too greasy... My boyfriend loved it and pretty much everyone in the room seemed to be having a great time with their meal. The portions are really big but you pay for it, a sandwich costs around 20$, so not exactly cheap. I would rate it higher for the experience but the food really was not my kind of thing!",Katz's Delicatessen,1-Feb-16,Catarina Félix
"RATED
  Absolutely the best sandwich. Not just pastrami, the best sandwich period.
I've been here lots of time at different times of the year and different hours. The quality of the pastrami has always been the same. That is the primarily characteristic of a good restaurant. The fact that you can rely on the fact that what you once had, you will have the same thing every time.
I hear great thing about most the food, but I've only has the corned beef and the pastrami. Not a great fan of the corned beef in general, but the pastrami is off the hook. You can have it mixed with the beef, add swiss cheese, chop liver or whatever.
The place is big and, as much as it is always full of people, I've never had any problem seating almost immediately.
Definitely a MUST.",Katz's Delicatessen,29-Jan-16,José Ignacio Otero
,Katz's Delicatessen,12-Jan-16,Candace
"RATED
  Although when I arrived the line was out the door and around the corner, it moved so quickly I was only standing there for 15 minutes. You can tell they have not changed the way in which the manage cues or the menu since opening which I think adds to the charm. Food servings were big as they are known for, I opted for the pastrami on rye with spicy mustard, this comes with a serve of half sour and spit pickles, I also ordered an egg cream. Everything was amazing, for such a simple sandwich to have such amazing flavour is phenomenal. Love the casual style, I struggled to find a seat in the jam packed cafeteria style layout but once I did observing the way the workers managed the crowds with clearing and cleaning was great. Could eat there everyday if I lived there.",Katz's Delicatessen,10-Jan-16,Tess LaVey Lugg
"RATED
  This place was buzzing in the afternoon too!

The pastrami here is absolutely delicious and the everyone who loves food must make a visit to Katz.

The sandwiches are loaded with cheese and meat and the ordering system is pretty organised.

Add it to your must-do list in NYC.",Katz's Delicatessen,22-Dec-15,Vidisha Kanchan
"RATED
  I feel like the food here is the kind that I'll never be able to get now that I'm back in Australia. And I miss it so!!! Katz served up some great food, the kind that you can dig into, real comfort food. The whole place is chaotic - from the line at the door to the tickets they give you to the shouting of orders across the counter...but it all adds to the fun.",Katz's Delicatessen,14-Dec-15,Joy
"RATED
  This is quite a legendary dinner in the heart of New York. All of it, the ambience is pretty unique as well. As you get in, they give you some ""tickets"" so you go to the counter you want and select the food which they will flag in the ticket. We went for the famous pastrami sandwich, which was huge!!! I've only managed to eat half of it, and it felt too much, so would recommend 1 of this for 2 people. Really tasty pastrami!

misslillysjourneys.wordpress.com",Katz's Delicatessen,17-Nov-15,Miss Lilly
"RATED
  It's legendary for a reason and it lives up to its name.From the ambience to the food to the service to the crowd is just mesmerising.Pastrami on Rye is as good as it gets ,it's a must try for all meat lovers.The place has always been a personal favourite.",Katz's Delicatessen,15-Nov-15,Sudeep Chinnam
,Katz's Delicatessen,14-Nov-15,Mariposa
,Katz's Delicatessen,8-Nov-15,Sandra Guerin
"RATED
  Good sandwich but over rated. The price was downright silly. $18 for a sandwich with no side and a pickle. The atmosphere was pretty neat with the famous photos all over the place and the butcher house counters, but it honestly is not worth it. Service was slow so just order yourself and take a seat. Skip the ""service""",Katz's Delicatessen,8-Nov-15,DeFranco
"RATED
  If you've been to New York but never been to Katz, you've never been to New York. Serving the meanest, baddest pastrami sandwiches and more, this joint has a rich history and some awesome grub.

Warning: servings are huge for non-locals. I did eventually finish off mine, but not without effort. Make sure you order a side of baked beans and pickles, too.

If meat is not your thing (what!!!), opt for the cheese sandwich which is generous as well.

A no-frills dining experience and one you'd definitely savour.

Let's meat at Katz! Pang Tun Yau",Katz's Delicatessen,30-Oct-15,Vernon Chan
"RATED
  Send your boy in the army a salami! Or something to that effect is the sign on the wall. This is an old fashioned spot with large pastrami sandwiches. Cool experience. Make sure you save your ticket or your not getting out!",Katz's Delicatessen,29-Oct-15,Steph P
"RATED
  One of the best pastrami sandwiches i had. I just wish it was served in a cleaner environment.
The fires and coleslaw were good too, however the fries were not served at the right temperature.they were somehow cold",Katz's Delicatessen,23-Oct-15,Walid A.S
"RATED
  this is definitely a NY landmark! i just love the experience of going there. It's not just about the food, but the way you order it.
The roast beef is delicious, and as i am typing this my mouth is watering.
I am only giving 4 stars, because the service kind of sucks. Sorry, but it's true. It is worth trying though",Katz's Delicatessen,11-Oct-15,Shannon Schneider
"RATED
  Ever and ever again delicious.
I love this place for its humbleness and honest food. The Reuben sandwich was again superb.
If you are in the big apple this is a must go place",Katz's Delicatessen,3-Oct-15,Tobias Pross
"RATED
  A trip to New York isn’t complete without having pastrami in this iconic institution. A relic of a bygone era, they just don’t make sandwich shops like this anymore. I first heard of this shop while watching an episode of Anthony Bourdain’s No Reservations. Watching that segment in front of a HD screen just made me wanted to have some Montreal smoked meat the next day. Of course that wasn’t the same thing, because that was incomparable to what I was about to have. ...
Read full post on finestdish.com",Katz's Delicatessen,28-Sep-15,FinestDish.com
"RATED
  Katz Delicatessen is one of the foremost staples of all things New York. It's quick, if you're not quick and orderly you will get hammered by a 50 dollar lost ticket fee, and it's simply amazing.
I ordered the Reuben sandwich and was surprised to see how high the cost for a sandwich was ($20 on average). Then I saw the size of the meaty behemoth and quickly changed my tune. Not only do they give you a decent sized plate of pickles and cucumber, but they give you a taste of the meat before you get your sandwich. It was an epiphany in the preparation of pastrami. Those are words I never thought to be written.
I came THIS close to reacting much like Sally did here in my favorite movie When Harry Met Sally.
I can't wait to go back.
Deducted half a number because the bread was very plain. But that's the only complaint I got besides long lines.. But it's New York. What do you really expect?",Katz's Delicatessen,22-Sep-15,Ken Waks
"RATED
  Honestly, the best corn beef and pastrami sandwiches I've had in my life. Frequent each and every time in NYC. One of the few places my health diet is forgotten. Service is fantastic!",Katz's Delicatessen,13-Sep-15,JR
"RATED
  Allllll the sandwiches. That's what I wanted when I arrived at Kat'z Delicatessen. As a Brit travelling I do like a sandwich from time to time and this place is epic!",Katz's Delicatessen,5-Sep-15,Jess Kumari Gosling
"RATED
  Clásico lugar para comer el mejor pastrami que puedas imaginar
Exelente atención y lindo ambiente.
Aquí puedes rememorar (si te gusta el cine) la pelicula cuando harry conoció a sally.
Todo exelente",Katz's Delicatessen,2-Sep-15,Alejandro Alfonso Cifuentes Morales
"RATED
  This week’s ‘Throwback Thursday’ post is about Katz’s Deli in New York City’s Lower East Side, which I visited a year or so ago on a business trip. My old boss used to live in New York and raved about their pastrami sandwiches, so we just had to see what all the fuss was about. You may or may not know that this venue is where the infamous scene from ‘When Harry Met Sally’ was filmed. You know, this one… ...
Read full post on gottobegourmet.com",Katz's Delicatessen,20-Aug-15,Got To Be Gourmet
"RATED
  We enjoyed the corned beef sandwich but not the pastrami. They were huge and filled us up. I don't recommend going to the restroom....ughhhhhh",Katz's Delicatessen,16-Aug-15,Joyzil
"RATED
  It's a crazily busy place but it is much bigger than expected. I was tied between ordering the pastrami sandwich or the reuben which uses the corn beef. The corn beef was tasty and soft, but the pastrami sample I received was warm and almost melted in my mouth, it was a no brainer. I ordered the pastrimi on rye and the chicken soup. The pastrimi is a little salty but so delicious with mustard and pickles. The chicken soup is also flavoursome and comforting. Would recommend this place, if not for the delicious food, but the spectacle too",Katz's Delicatessen,15-Aug-15,Brando The Pig
"RATED
  Honestly a classic New York standard. It doesn't get any better than a mountain of pastrami on two thin slices of rye bread. The ultimate spot for a late night meal and the pure necessity to having a successful night on the lower east side.",Katz's Delicatessen,27-Jul-15,Roy Michael Allen
"RATED
  Tender pastrami and corn beef. It's that good!! Portion size is large and very tasty. Come early as the lines will form out the door. Will recommend.",Katz's Delicatessen,11-Jul-15,Jimmy Tam
"RATED
  These sandwiches speak for themselves. stuffed FULL of delicious pastrami / Bologna. This is really for the meat lovers out there!! The pastrami sandwich was really the most delicious sandwich I've had. The only downside is the horrible queues and confusing order system.",Katz's Delicatessen,29-Jun-15,SJ
"RATED
  We had the pastrami on rye sandwich. The sandwich itself was pricey (approx $20) however the pastrami was fresh, warm and excellent. There was also a large portion of pastrami (we shared the sandwich between two which was plenty; we also shared a serve of the matzo ball soup). Would recommend but would suggest sharing.",Katz's Delicatessen,28-Jun-15,Jase Leo
"RATED
  We stay near Central Park so in the past we have always gone to Carnegie deli for our fix. This past trip Carnegie's was closed for renovations. so we trekked off to Katz Deli where Harry met Sally.
Were we disappointed. This place gives the customer a piece of paper that you then take to multiple sections at a long counter to receive items wanted. Pop form one person, sandwich from another. They each add to your paper what you owe. You then take the items to a table ( but not the server tables - which we didn't know existed until we sat in the wrong place with our tray) You even have to get your own glass of water.
Both of us had corned beef on rye, and my fiend had a beer, I had pop.  The sandwich was no better than Carnegie Deli and next time I will sit in a nice table and be served in what is not a cafeteria. The prices definitely weren't any less at this place so I know I wont be back.",Katz's Delicatessen,25-Jun-15,Theresa
"RATED
  Best rueben sandwich and is a must try when you are here. Choose the pastrami for the sandwich and you wont regret it. My one must stop when I am in NYC.",Katz's Delicatessen,20-Jun-15,Benjamin Ng
"RATED
  So happy I went here on my trip to NYC, you cannot get this level of sandwiches in Australia. Really enjoyed the atmosphere of this place and it was very kind of the chef's to let us try out the meat (mmmm...). I would visit NYC again just to eat here at Katz's Deli.

Reviewed by, fellow Aussie.",Katz's Delicatessen,19-Jun-15,Themelbguy
"RATED
  A classic and a must when you travel to NYC. The pastrami sandwich it to die for. When it arrived I thought I wouldn't be able to eat it all, but I did. And I would eat more! Place is full of tourists AND locals. It has the walls Co Reed with photos of famous persons who visited this NYC institution.",Katz's Delicatessen,19-Jun-15,Pedro Ramos
"RATED
  The pastrami is the best in the world. That's it. That should convince everyone to visit Katz and sample it. My only gripe is the size of the sandwich, about a pound's worth of pastrami goes into every sandwich. Best to share. Mustard is also good.",Katz's Delicatessen,18-Jun-15,Triska
"RATED
  Why are people suprized?. When you walk through the door it hits you. You see what NY is all about. The history behind this place is why you come in the first place. Anyone that is anyone has stepped foot in this place at some point or another. Why? The sandwich lovers out there know why. You will be hard pressed to find a better one anywhere on this scale. How they manage to make a decision so hard is quite an accomplishment. Yes there will be one person that disagrees out of thousands... think about that for a second... It should be a anyone's bucket list when coming to one of, if not the best cities on earth. A half sandwich and salad for $15 is the least of your worries. This place is a classic that you want to experience. By the way, the food is amazing...",Katz's Delicatessen,20-May-15,NYC KID
"Long queues but worth the wait at Katz. Had to wait a long time for service, but everybody in the queue was waiting patiently and were friendly. I figured it must have been worth the wait, and it was. Had the Reuben - incredible. My GF had the pastrami sandwich, equally as good. Wish i could have gone back to try some others.",Katz's Delicatessen,20-May-15,Jonnybgoodston
"POSITIVE
   Big sandwiches at big prices - I no longer want what she's having.. I've never been big on crowded places or standing in line for service. Katz is all that and a bit more. However, at the end you can have a pretty pricey classic hot pastrami on rye with about any combination of sauces and mustards,, and a pickle. A great place to 'people watch' and see how many repeat Megs famous words 'I want what she's having'.
I wonder - Can men and women ever just be friends ??? I guess you will never know until you visit Katz Deli.",Katz's Delicatessen,14-May-15,Jimmy D (Top Rat At R.A.T.S.)
"RATED
  This iconic New York landmark left two of our party in a food coma after the best Reubens they'd ever eaten. Famous people in photos adorn the walls and a sign points to ""Where Harry met Sally"". Worth a visit.",Katz's Delicatessen,9-May-15,Dale Bedford
"RATED
  Established in 1888 and been in same location since 1917, the Ruben was on my to do list all week in NYC and it didn't disappoint.. Battles to finish it, great vibe and great piece of NY history",Katz's Delicatessen,9-May-15,Collin Allin
"POSITIVE
   Although pricey it's a Must try!. We came here early to try their famous pastrami on rye. We got to sample their pastrami and it was warm, tender and delicious!

As it was for breakfast, my husband and I shared one and thought it was flavoursome but it is pricey for a sandwich. Still, when visiting NYC, it's a must on the eating list",Katz's Delicatessen,28-Apr-15,Miffy7
"The Pastrami is made from beef brisket (navel end) that is cured, seasoned and smoked which gives it its incredible texture. At Katz’s, the pastrami is made in house and sliced right in front of you, served with a smear of mustard. Their perfected technique results in a flavoursome, tender and almost melt in your mouth... ...
Read full post on tabletopaper.com",Katz's Delicatessen,4-Apr-15,Table To Paper
"Traditional cuisine. Clean and elegant surroundings, delicious cuisine.——— subtitl.xyz",Katz's Delicatessen,31-Mar-15,Vovogoing
"NEGATIVE
   Expensive and mediocre. My former NYer husband and I hit Katz's last night on the city. We were looking forward to the classic deli food. He ordered the corned beef sandwich ($19!) which came cold, sliced thick and fatty. I ordered the tuna ($13), soggy chunk light. I paid $5.50 for slaw, so runny, white goo slopped over the plate. Also a knish, that was frozen and then microwaved into basically a ball of mashed potatoes.

The best part of the meal was the pickles, mustard, and the Dr Brown's ($2.75 a can!), none of which is made at the deli.

We came in, dropped $50 for two sandwiches, and we can say we're over the Katz's experience.",Katz's Delicatessen,19-Mar-15,Lisa Mann
"The last place we dined at during our short, but enjoyable trip to the Big Apple was at Katz's Deli. Of all of the food landmarks that New York City is home to, there's no doubt that the 125-year-old Katz's is quite possibly the most famous one around! People travel from abroad to experience what Katz's has to offer and both locals and tourists alike love this place enough to keep the lines going out the doors on a daily basis. Luckily on the day of our visit, we came in at just the right time and waited no more than ten minutes for our sandwich. I can't say the same for the customers behind us because within 20 minutes of our arrival, the line was out the door again. ...
Read full post on bellavivere.blogspot.com",Katz's Delicatessen,12-Mar-15,Bella Vivere
"This blog post contains a video. ...
Read full post on marcs-culinary-compass.com",Katz's Delicatessen,11-Mar-15,Marc.osten
"POSITIVE
   The Pickles ...Full Sour and Also the Green Tomatoes. Salt and makes your mouth pucker like no one elses.

-----11 Mar, 2015-----
Lets keep it simple - I love Katz's!. I adore Katz's. On my most recent visit I took some great video that will give you a real feel for the place. Yes the pastrami makes it special but it's the people who make it memorable. Enjoy http://www.marcs-culinary-compass.com/2015/03/episode-142.html",Katz's Delicatessen,11-Mar-15,Marc.osten
"I’ve never had Pastrami served piping hot, but I don’t think I can have it served any other way – it was absolutely amazing! I was also surprised at just how much meat they packed in.
The Brisket was great, but for me, the pastrami just had so much flavour that it wins hands down. ...
Read full post on eatshowandtell.com",Katz's Delicatessen,28-Jan-15,Squishies Eats
"POSITIVE
   Go at least once - I promise you'll be back. Katz deli is popular for a reason, not just for the famous scene with Meg Ryan in 'When Harry met Sally'. Whenever a friend of family member from outside NY comes, I always take them to this iconic place. Despite the not-so-cheap prices and long line-ups, the sandwiches are worth it. Lots of other things to eat here, but I prefer going for some good old pastrami or reuben. Yes, these sandwiches are on the high-end, costing aprox. $20 a piece, but they are huge. No other place can match them.",Katz's Delicatessen,21-Jan-15,Victorgoldber
Lots of history. Get ready for a large pastrami! A definite historical part of NY that everyone should experience,Katz's Delicatessen,16-Jan-15,Tkaull
"RATED
  This place is an icon of the former Jewish neighbourhood and of New York. The delicious, massive, ridiculously, overfilled pastrami sandwich is excellent, so too, the matzo ball soup and knish. A must visit place. Yum ...
Read full post on perthfoodreviews.com",Katz's Delicatessen,12-Jan-15,Shaun
"Great Food!. As a child in 1951, with my father, we went to Katz's Delicatessen many times. Although they were always busy, we could always muster up the strength to wait for a table, especially with the aroma of a fine delicatessen wafted through the air. I went back years later after moving out of state. I could swear that everything was almost the same, including some of the workers. I understand why they won first place for their pastrami sandwich. If I wasn't currently living in Georgia, This place would be a monthly event for me. Thank God that they kept up the image of the brothers.
Richard Radzik",Katz's Delicatessen,17-Dec-14,Richard
"POSITIVE
   I'm craving for the pastrami. Why dont we have anything like this in Sydney!! these guys know how to make a sandwich. went twice, first time had the pastrami, second time the Reuben. the pastrami was probably my favourite.
a must visit when in NYC.",Katz's Delicatessen,9-Dec-14,Zebedee
"The “World Famous” moniker is often over-used by restaurants.  These guys have a claim on that title, and they don’t need Buddy the Elf to anoint them either.   ...
Read full post on slcfoodradar.com",Katz's Delicatessen,5-Dec-14,Hyrum Romrell
"Ridiculous prices. This was recommended by a fellow from food on foot tours. We wentt a few days later and had the recommended pastrami sandwich. You receive a number when entering the deli, no prices for sandwiches were available, when our sandwich was made a price was written on the number ticket. The price was 19.75!!!! Are you kidding me!!!! It's criminal! We were so shocked we paid and left. Nothing Is worth 19.75 for a sandwich.
Stay away!!!",Katz's Delicatessen,4-Dec-14,Strawdawg
"Without a doubt, Katz’s Deli (@ KatzsDeli) is one of the most iconic restaurants in New York. Sure, it’s an incredibly touristy spot and the prices reflect that, but they serve some of the best pastrami I’ve ever had. ...
Read full post on wherejessate.com",Katz's Delicatessen,27-Nov-14,Jess W.
"Appalling service stemming from a complete misunderstanding.. Not having been to the deli before, we accidently sat at the 'service only' table thinking it was like all the tables nearby.
When a waiter came, we said we didn't want service so we could order at the counter ourselves.
Pointing to a sign on the wall his response: ""Well get the f**k out.""
Never in my life have I had someone swear at me like that - I expected it to be a joke.
He simply could've said we'd need to move to the other tables.
Disappointing.",Katz's Delicatessen,30-Oct-14,Cyndi
"POSITIVE
   Cannot understand any poor reviews here. This is a must do in any New York trip, I just wish we could get something as good back in Australia. The pastrami is unbelievable. Yes you have to wait to order and tables are hard to get but that's generally a sign of a great eatery which this most certainly is!",Katz's Delicatessen,26-Oct-14,Steven
"This blog post contains photos only. ...
Read full post on spoonfulsofwanderlust.com",Katz's Delicatessen,4-Aug-14,Spoonfuls Of Wanderlust
"NEGATIVE
   Not worth the hype or price. Go somewhere else for a better experience and quality.",Katz's Delicatessen,24-Jun-14,Corey
"POSITIVE
   Delish pastrami. Very friendly staff Way, WAY overpriced. One experience is plenty.",Katz's Delicatessen,17-Jun-14,MidTowner
"Not Vegan Friendly--Shocking. There are actually 5 or so items on the menu that are vegan, but the knishes are not that impressive and are put in the microwave to cook (not thoroughly). Don't lose your price ticket.",Katz's Delicatessen,16-Jun-14,Traveling Diner
